Geneid,Fluconazole_rna1,Fluconazole_rna2,Fluconazole_rna3,Fluconazole_rna4,Nodrug_rna1,Nodrug_rna2,Nodrug_rna3,Nodrug_rna4
C6_01840C,752,1056,1126,877,542,1004,721,577
C6_01850W,1006,1219,930,899,666,1116,661,1301
C6_01860C,723,940,1089,517,1055,1869,1460,1844
C6_01870C,159,206,179,237,192,171,414,57
C6_01880W,257,396,459,149,275,374,220,441
C6_01890C,580,929,952,578,531,1146,1244,673
C6_01900C,938,1016,1547,759,1036,1162,948,1708
C6_01910W,5624,7801,8220,5862,6538,8463,9035,9161
C6_01920C,1798,2368,2744,2190,2147,2451,2062,1536
C6_01930W,1367,1869,1879,1217,1169,1811,1311,1059
C6_01940W,248,234,445,238,209,200,97,1
C6_01950C,1013,1581,1436,975,897,1504,1243,218
C6_01960W,144,325,273,105,323,383,590,270
C6_01970C,7737,9492,11820,7504,19226,23086,23935,18619
C6_01980C,945,1200,1655,779,1163,1722,1651,1185
C6_01990W,90,39,73,32,224,384,241,571
C6_02000W,136,191,172,240,0,50,89,728
C6_02010C,1764,3298,3701,1863,2992,4042,3754,3601
C6_02020C,725,506,320,563,413,152,121,0
C6_02030C,1166,1742,1784,1266,469,1140,561,891
C6_02040W,10336,16144,13136,9639,4841,5498,4338,7454
C6_02050W,909,1387,1933,1044,519,928,910,785
C6_02060W,2608,3044,2428,2578,2249,2180,2210,690
C6_02070C,6989,8303,10435,7585,16437,21368,26120,22330
C6_02080W,0,0,0,0,0,0,0,0
C6_02090C,1456,2581,2411,635,317,795,496,2080
C6_02100W,2,23,4,60,2,4,1,0
C6_02110W,257,283,435,209,464,344,240,949
C6_02120W,25605,36701,40243,28944,26062,37643,38064,45187
C6_02130C,446,736,948,345,512,1230,1086,1631
C6_02140W,1020,1890,1345,781,538,968,676,1587
C6_02150C,250,335,389,216,420,349,311,2
C6_02160W,217,376,332,342,445,357,347,7
C6_02170C,298,276,291,226,204,363,444,1
C6_02180W,343,565,329,281,297,281,214,10
C6_02190C,2035,2713,2897,1984,1708,2650,2710,3861
C6_02200C,199,679,677,308,281,193,61,347
C6_02210W,1947,2179,1695,2102,401,662,564,1560
C6_02220W,226,450,802,347,289,571,566,0
C6_02230W,869,1664,1314,827,1284,1836,1614,702
C6_02240C,11428,18829,18701,14993,46869,55474,56383,52552
C6_02250W,85,308,336,112,68,177,310,0
C6_02260C,5108,7335,8328,5784,4858,9006,8957,9902
C6_02270C,447,1110,1326,494,681,1241,1157,741
C6_02280W,171,590,231,169,143,377,315,299
C6_02290C,616,917,672,381,497,980,748,320
C6_02300C,111,157,327,92,164,255,103,427
C6_02310W,686,944,688,654,635,1246,869,2440
C6_02320C,122,386,551,222,291,423,217,2
C6_02330W,567,1005,949,695,6040,7463,8371,10737
C6_02340W,2372,3423,2857,2562,3188,3211,2966,2463
C6_02350C,684,976,1289,683,741,1205,1510,1080
C6_02360W,144,210,430,115,240,382,270,6
C6_02370C,999,1713,1736,1087,1144,1990,1858,1162
C6_02380W,1385,2634,2332,1372,2923,4294,3657,1133
C6_02410W,716,1775,1431,1316,1090,1651,1907,854
C6_02420W,550,996,1083,714,281,323,208,167
C6_02430W,2020,2646,2541,1311,1430,2174,1482,589
C6_02440C,193,349,345,231,245,252,491,0
C6_02450W,138,161,150,107,153,42,103,1
C6_02460C,830,1276,1516,1100,900,1262,1339,1296
C6_02470W,1638,2684,3342,1735,2100,2925,3684,1325
C6_02480W,277,793,624,189,629,985,783,1179
C6_02490C,1346,2379,1992,903,200,719,634,788
C6_02500C,1637,2927,3179,2127,4318,7967,7963,8756
C6_02510C,0,3,0,4,0,2,0,0
C6_02520W,807,1082,790,856,486,586,781,40
C6_02530C,412,800,1145,743,829,1222,1139,2105
C6_02540C,133,249,176,252,228,329,297,339
C6_02550W,10,30,28,35,143,8,19,0
C6_02560W,8370,13997,17166,8595,7426,12393,11173,16041
C6_02570C,569,791,882,455,1053,909,767,1581
C6_02580W,525,814,968,618,677,771,760,1330
C6_02590C,518,658,957,558,667,856,960,1112
C6_02600W,3295,3525,3767,2868,2273,2149,2347,4165
C6_02610C,1319,1902,1951,1616,1840,2699,1867,498
C6_02620C,3,7,30,54,11,68,24,296
C6_02630C,1362,1917,1938,1780,1588,1434,1301,3045
C6_02640C,838,1042,779,908,397,491,847,1668
C6_02650C,1370,1959,1451,1179,422,603,523,937
C6_02660C,184,341,119,256,37,27,58,2
C6_02670C,1439,2345,1986,1252,383,819,695,429
C6_02680W,2549,3219,4035,4583,9150,13330,6840,14543
C6_02690C,2822,3670,4132,1891,1926,3256,2581,2193
C6_02710C,10,117,123,181,66,141,59,2
C6_02720C,321,464,497,418,206,279,224,131
C6_02730W,10264,13259,13299,11339,4578,7093,5597,7223
C6_02740W,1579,2177,2318,1543,1409,1267,1432,759
C6_02750C,202,375,273,166,226,339,495,971
C6_02760W,15,53,41,40,59,9,0,0
C6_02770W,312,812,925,549,970,1330,1644,358
C6_02780C,1307,671,1011,933,851,592,589,981
C6_02790C,929,1040,1130,1476,436,415,391,899
C6_02800W,310,503,525,378,236,238,150,540
C6_02810C,1280,1659,1620,1149,898,1449,1265,289
C6_02820W,0,5,9,11,12,26,17,1
C6_02830W,176,246,312,242,140,236,253,1911
C6_02840C,891,970,1246,509,1254,846,938,362
C6_02850W,503,636,550,396,531,550,507,1510
C6_02860W,1441,2224,2462,1471,1725,2054,1969,2338
C6_02870W,968,1171,1161,976,1176,1208,995,1654
C6_02880W,239,456,494,165,288,596,240,279
C6_02890C,453,669,734,429,78,77,33,607
C6_02900C,291,391,452,213,261,134,457,3
C6_02910W,52,151,231,58,111,93,73,95
C6_02920C,332,591,796,574,169,338,177,181
C6_02930W,7,44,43,45,30,18,0,0
C6_02940C,803,1521,1758,872,1173,1673,1371,1473
C6_02950C,112,161,168,180,158,200,123,489
C6_02960W,123,426,400,230,197,298,297,450
C6_02970C,531,812,427,485,361,430,595,1093
C6_02980C,2511,2966,3401,2090,1684,1616,1300,1624
C6_02990W,236,458,326,332,326,421,462,46
C6_03000C,100,162,69,135,68,165,303,12
C6_03010W,3573,3793,3349,2447,1949,2505,2316,2428
C6_03020W,91,76,72,121,76,50,59,0
C6_03030W,125,160,74,240,4,14,1,13
C6_03040C,1029,1330,1571,1184,468,603,573,147
C6_03050C,483,552,618,435,461,576,343,1275
C6_03060W,79,71,136,71,66,28,11,293
C6_03070C,75,447,475,415,184,306,491,1029
C6_03080C,3895,6247,6273,4731,1906,3234,3108,2919
C6_03090W,0,15,0,21,9,8,0,0
C6_03100W,1580,2666,2650,1327,1236,1744,1578,1233
C6_03110C,23,186,259,112,112,283,207,155
C6_03120W,1173,2060,2295,1261,1147,1487,1555,3097
C6_03130W,2631,3216,3952,2850,1949,1910,1492,588
C6_03140C,2971,3385,4055,2368,1488,2331,1917,1437
C6_03150C,546,924,729,718,273,408,232,548
C6_03160C,3936,5267,5152,3257,2337,2403,1886,6656
C6_03170C,206,683,586,179,151,141,68,2
C6_03180C,3226,4491,3646,4472,1273,2164,1464,1282
C6_03190C,1,3,0,0,54,2,0,0
C6_03200W,698,1248,1458,1385,981,1531,1423,1287
C6_03210C,83,340,397,244,415,400,503,2
C6_03220W,280,307,192,148,144,251,112,18
C6_03230W,1203,2229,1818,1903,347,343,127,16
C6_03240W,32,129,127,136,3,22,18,1
C6_03250W,2442,5233,4335,2022,2456,4160,2866,2786
C6_03260W,13575,17733,12832,12214,1021,1102,634,1537
C6_03270C,586,679,521,615,810,1036,799,2179
C6_03280W,0,6,0,16,27,0,0,0
C6_03290W,534,802,591,527,331,625,356,1669
C6_03300C,1175,1501,1805,1231,1090,1484,1035,715
C6_03310W,619,1065,1018,1033,680,981,697,398
C6_03320W,5155,6067,6976,6572,4794,8561,6334,10619
C6_03330C,1120,1867,2663,1490,1373,2210,1975,1301
C6_03340C,5014,7064,7587,7629,3980,5551,4436,7046
C6_03350C,866,1341,1252,817,1181,1168,1001,2156
C6_03360C,77,84,38,132,58,109,151,312
C6_03370W,3097,1554,1422,5024,1224,916,971,1092
C6_03380W,1755,3031,3758,1934,2120,3111,3187,1862
C6_03390W,8,48,129,22,153,86,142,0
C6_03400C,4947,6686,7236,5676,3810,4121,4220,2930
C6_03410C,611,1203,1609,859,1456,1931,1909,1523
C6_03420W,147,424,631,233,167,437,377,0
C6_03430C,2405,3869,3260,2506,1476,2211,1758,2171
C6_03440W,610,715,874,648,561,742,734,45
C6_03450C,1648,2224,2139,1772,1463,1610,1130,1540
C6_03460W,2772,3345,2705,2718,2046,2456,2079,5134
C6_03470W,2160,3396,3529,2267,1740,2149,2168,2521
C6_03480W,396,717,476,473,201,354,178,659
C6_03490C,152,237,101,203,56,131,23,1281
C6_03500C,10,40,64,51,1,0,7,0
C6_03510C,0,3,22,0,0,0,12,0
C6_03520C,17,29,94,52,24,27,57,0
C6_03530C,192,236,211,174,296,197,332,76
C6_03540W,477,483,367,369,645,765,424,340
C6_03550C,32,239,242,117,227,402,276,41
C6_03560W,932,1238,1114,1012,494,492,392,331
C6_03570W,0,2,0,0,1,0,0,0
C6_03580W,693,735,513,643,484,470,395,30
C6_03590C,685,1087,862,695,360,531,309,1549
C6_03600C,36,31,7,42,0,3,1,0
C6_03610W,280,518,423,526,218,417,240,299
C6_03620C,632,1051,1080,1040,645,763,643,1518
C6_03630W,102,193,338,188,202,171,146,254
C6_03640W,494,888,897,466,704,781,674,1
C6_03650C,861,1223,1373,876,680,1311,943,198
C6_03660C,1505,1724,1359,1221,1057,1001,664,1250
C6_03670C,0,0,0,1,0,0,1,0
C6_03690W,751,1177,897,585,560,939,848,1466
C6_03700W,1346,690,938,2273,674,659,440,3249
C6_03710W,832,1400,830,891,615,975,770,1100
C6_03720W,5329,7996,8293,5956,6331,9901,7893,8414
C6_03730C,1013,1767,2020,1521,1558,2284,2398,1662
C6_03740W,33,138,79,46,56,118,277,32
C6_03750C,675,1518,1106,723,933,1302,779,413
C6_03760C,8879,14589,15116,13253,15050,32072,26641,34249
C6_03770C,1443,3057,2670,2422,688,739,548,2521
C6_03780C,1265,1708,1270,1290,774,580,728,300
C6_03790C,148,160,399,135,491,486,464,318
C6_03800C,1559,1973,2255,1859,891,1221,1086,1244
C6_03810W,199,229,418,244,600,331,307,293
C6_03820C,1044,1249,1851,1403,1277,921,997,1116
C6_03830W,4123,5521,5464,4741,2628,2405,2434,6533
C6_03840C,6622,7989,8650,5730,1523,2117,1773,1655
C6_03850C,151,117,113,146,630,357,397,859
C6_03860C,17,89,2,31,31,33,141,0
C6_03880W,201,638,828,490,309,404,275,329
C6_03890C,756,979,870,589,473,949,611,292
C6_03900W,3097,3490,3852,3154,2432,3073,2586,3390
C6_03910C,154,313,357,244,284,389,329,9
C6_03920W,1843,1694,2008,1360,1477,1566,1371,2692
C6_03930W,914,1012,978,482,649,1099,651,1334
C6_03940C,2417,2620,2891,1920,2540,3133,2991,3651
C6_03950C,461,610,664,447,558,698,540,260
C6_03960W,6918,9462,9946,7237,5479,8653,6468,8530
C6_03990C,1,4,0,1,0,0,0,0
C6_04030W,796,1235,1192,868,847,849,1037,458
C6_04040C,4627,5588,5967,5437,2461,3906,2954,4859
C6_04050W,487,818,982,642,1013,842,959,491
C6_04060W,1529,2430,2826,1575,2354,2711,2486,3277
C6_04070C,62,224,194,158,133,167,179,558
C6_04080W,2477,3336,3716,3162,2239,3666,2929,2343
C6_04100W,75,402,441,289,103,184,131,573
C6_04110W,1353,1822,2032,1584,1016,977,1118,1950
C6_04120C,927,1075,1528,857,587,1362,1282,2431
C6_04130C,1460,2758,1587,1926,4696,17633,6907,20671
C6_04140C,593,1752,1323,610,537,1379,1129,2047
C6_04150W,2,20,4,45,13,21,1,1
C6_04160C,883,1339,1567,972,1329,2005,2133,1387
C6_04170C,1566,2969,3376,3257,1932,2441,2191,2264
C6_04180W,1165,1725,1785,1444,1200,1622,1857,1146
C6_04190C,186,282,241,84,104,340,222,104
C6_04200C,1053,846,858,1150,122,186,112,41
C6_04210C,772,1127,1126,908,899,900,939,1418
C6_04220C,1478,3237,3816,2235,1664,2123,2031,2967
C6_04230W,11,56,25,30,17,5,57,0
C6_04240W,72,118,104,66,13,121,83,0
C6_04250W,3170,3475,3921,3854,2606,2349,2577,1043
C6_04260C,1941,3551,4630,3691,2043,2795,2516,1776
C6_04270W,12615,13583,11628,8157,8688,10779,9630,13372
C6_04280W,1300,1665,1875,1202,1593,2236,1900,1343
C6_04290W,2360,3608,2888,2553,2043,3156,2831,5204
C6_04300W,500,921,1129,659,712,756,520,274
C6_04310W,1129,2077,2536,1543,716,1187,796,1011
C6_04320C,74,250,377,152,174,222,132,522
C6_04330W,336,510,636,165,444,735,598,0
C6_04340W,764,1458,1559,1076,816,1300,1146,3225
C6_04350C,1549,3456,2164,2073,1342,2311,1689,4413
C6_04360C,1397,1777,2185,1689,1596,1743,1652,1708
C6_04370W,577,935,1087,603,687,618,570,954
C6_04380W,2214,4226,2129,3689,5569,20441,15192,31427
C6_04400W,66,196,205,167,69,96,76,79
C6_04410C,538,1179,733,971,249,233,617,1774
C6_04420W,6254,5754,3524,3297,1205,1973,851,2234
C6_04430W,286,214,133,175,133,139,77,286
C6_04440C,812,706,712,507,383,602,302,500
C6_04450W,547,600,819,433,602,801,731,477
C6_04470C,2145,2484,2263,1710,1636,1947,1438,1728
C6_04480C,848,913,731,1017,823,1337,874,187
C6_04490W,667,619,255,504,185,227,186,305
C6_04500C,3609,3392,2682,2324,2081,2574,1691,3667
C6_04510C,422,375,524,516,473,342,194,674
C6_04520W,14953,17509,16803,13178,19582,27442,25869,24851
C6_04530C,1839,1670,1732,1108,1195,1466,1197,1363
C6_04540C,1276,1307,957,938,780,1458,1262,1081
C6_04550C,913,1332,929,916,667,840,579,309
C6_04560W,2904,2824,2616,2190,2077,3118,2464,2277
C6_04570W,4676,4979,3979,3624,1909,2683,1931,1304
C6_04580W,740,1330,812,591,115,356,150,2
C6_04590C,489,357,355,278,172,127,137,0
C6_04600W,482,384,223,300,197,404,260,745
C6_04610C,939,2333,2793,1057,2579,2949,1852,2105
C6_04620C,1,5,4,2,22,0,8,0
C6_04650W,1102,3351,1898,1246,450,1732,704,1336
C7_00010C,392,717,410,233,202,378,85,344
C7_00020C,3380,4232,3458,2809,2199,3381,1787,1458
C7_00030W,845,1119,493,794,512,442,276,1176
C7_00040C,217,224,37,44,39,137,57,439
C7_00050C,1302,1892,1285,1071,635,1182,851,698
C7_00060C,1040,963,684,832,710,625,389,835
C7_00070C,1139,1072,946,608,742,1291,1076,2970
C7_00080C,2491,2654,2298,1800,611,782,486,124
C7_00090C,1248,1631,975,1035,746,423,500,396
C7_00100W,697,785,773,699,309,484,301,710
C7_00110W,858,133,389,201,188,103,32,0
C7_00120W,1475,1111,1184,922,494,604,649,197
C7_00130W,683,593,566,702,298,260,390,15
C7_00140C,1374,1452,1665,993,508,775,662,1007
C7_00150W,3225,3812,3858,3111,3136,3581,2485,4600
C7_00160C,867,757,830,624,1103,797,1124,2002
C7_00170W,2402,2937,2449,2252,1848,3971,2543,7301
C7_00180W,42,44,3,32,86,43,49,10
C7_00190W,812,543,697,593,1479,1138,1189,1148
C7_00200W,624,536,442,439,624,371,462,293
C7_00210C,721,787,756,710,555,598,524,1479
C7_00220W,86,172,175,67,117,194,308,0
C7_00230W,385,586,787,482,636,973,719,1090
C7_00240W,178,235,359,198,582,993,651,355
C7_00250C,662,847,755,501,672,1229,737,1101
C7_00260C,1387,1659,1755,1172,954,1242,1275,3466
C7_00270W,318,516,420,442,486,659,440,83
C7_00280W,5,2,5,2,41,3,0,0
C7_00290C,84,75,12,64,47,16,65,0
C7_00300W,1555,1482,1082,1030,528,707,390,299
C7_00310C,704,776,541,659,383,793,591,1792
C7_00320C,3659,3508,4201,1944,2391,3093,2798,1181
C7_00330C,163,270,163,163,300,266,267,1
C7_00340C,4534,5407,4426,4831,3199,4800,3831,7468
C7_00350C,3716,3464,3170,6197,5721,4169,2512,9069
C7_00360W,2298,2816,2449,1882,1056,1061,942,47
C7_00370W,296,273,379,197,135,190,280,1
C7_00380W,384,461,538,214,582,766,619,501
C7_00390W,3094,3872,3373,2924,2487,3389,2731,3117
C7_00400W,1454,1980,1440,1498,1488,1457,1046,3018
C7_00410C,660,1275,942,668,933,970,1264,2796
C7_00420C,164,408,386,335,258,392,247,7
C7_00430W,529,115,249,129,262,45,89,163
C7_00440C,3526,4371,4148,3666,5517,7322,5939,6497
C7_00450C,152,254,345,249,149,209,264,987
C7_00460W,37,92,88,67,23,51,40,0
C7_00470C,542,1076,1192,594,526,964,667,422
C7_00480W,0,3,0,5,4,18,0,0
C7_00490C,85,278,199,160,396,566,537,1174
C7_00500W,0,0,0,0,0,0,0,0
C7_00510W,415,206,327,141,70,159,221,83
C7_00520W,3465,3862,4608,2714,2929,4921,3779,3184
C7_00530C,110,247,259,113,78,426,242,110
C7_00550C,3974,5599,5493,3781,3899,6032,5406,7922
C7_00560C,170,229,334,121,150,231,134,216
C7_00570W,3139,4697,4077,3280,4562,5841,5731,6771
C7_00580C,390,453,606,619,561,758,406,799
C7_00590W,622,541,601,556,718,697,792,1868
C7_00600C,785,885,845,744,495,866,991,632
C7_00610C,614,1034,915,628,442,581,692,853
C7_00620W,6157,8756,9785,6644,8145,11901,12221,12285
C7_00630C,181,434,497,405,289,354,437,1258
C7_00640C,28,6,0,10,0,0,0,0
C7_00650W,0,2,4,0,0,0,0,0
C7_00660W,3355,4717,2983,5302,2279,2241,1639,7025
C7_00670C,5646,8209,9585,10679,6521,10024,10860,15004
C7_00680W,79,136,179,81,162,205,216,4
C7_00690W,364,500,409,179,725,934,805,640
C7_00700W,3597,6115,5901,3246,2537,3205,3930,2520
C7_00720W,1905,2202,2697,1251,1387,2269,1540,1690
C7_00730W,2578,3779,5113,2971,1144,2125,2440,1681
C7_00740W,10148,14467,13560,9862,3749,4579,4349,4098
C7_00750W,510,1434,1957,1357,1601,1454,1379,1011
C7_00760C,1176,2509,2710,1800,1371,1763,2028,1462
C7_00770W,112,171,190,126,54,76,52,180
C7_00780W,1311,1602,1682,1092,1118,1230,1076,1228
C7_00790W,618,930,744,592,453,542,345,955
C7_00800C,263,646,547,563,252,385,449,7
C7_00810W,506,1056,875,684,581,679,574,1582
C7_00820W,415,996,925,521,601,899,811,304
C7_00830C,1559,2800,2555,1517,1161,1918,1687,2938
C7_00840C,800,1347,1232,855,920,889,1084,441
C7_00850W,719,1815,2077,1224,516,753,552,647
C7_00860W,3400,11434,7251,7038,2030,4034,3657,6230
C7_00870W,210,334,229,181,46,84,30,0
C7_00880C,1981,2772,2330,2530,650,1157,918,3868
C7_00890C,1795,2175,2355,1087,2859,2875,2572,2321
C7_00900W,0,3,0,12,0,10,4,0
C7_00910C,443,693,710,428,969,979,717,2557
C7_00920C,441,577,691,488,385,775,542,193
C7_00930W,49031,61715,49894,55790,26572,52059,30585,70125
C7_00940W,2182,3153,2498,2099,2260,2504,2262,3131
C7_00950W,531,1102,1762,846,787,1235,1499,2044
C7_00960W,3256,2605,3512,1274,6211,6566,7104,3035
C7_00970C,104,590,418,66,32,219,158,0
C7_00980W,2816,3773,4037,1748,1565,1909,1759,1732
C7_00990W,9953,12998,15174,9890,21963,28707,36777,48244
C7_01000C,0,0,0,0,0,0,0,0
C7_01010W,49,25,43,17,15,52,76,0
C7_01020C,502,645,1170,486,617,1185,1258,774
C7_01030C,1747,2638,3132,1581,2421,2391,3070,3002
C7_01040C,805,964,1218,761,324,539,727,286
C7_01050W,3,109,50,74,20,46,74,0
C7_01060W,0,0,0,9,0,0,0,0
C7_01070C,2316,2205,2272,2140,1918,1672,1753,5072
C7_01100C,3,7,21,0,0,0,0,59
C7_01130C,0,0,0,0,0,0,0,3
C7_01150W,135,173,453,189,285,239,85,54
C7_01160C,1232,1831,2091,1290,1501,1647,1353,1668
C7_01170C,0,14,2,8,144,127,102,1
C7_01180W,409,428,356,356,182,472,289,18
C7_01190W,345,572,764,428,386,364,400,420
C7_01200C,360,596,627,483,705,816,917,1008
C7_01210C,342,513,700,273,377,412,341,1
C7_01220W,882,978,798,707,924,787,769,753
C7_01230C,1228,1441,1521,1457,442,774,882,60
C7_01250W,6793,8004,8416,5374,21625,23836,25442,22229
C7_01270C,531,1642,1948,892,2804,6780,7843,2137
C7_01280C,295,565,488,410,360,355,376,1236
C7_01290W,158,274,467,169,309,385,544,0
C7_01300C,83,298,396,139,205,408,361,234
C7_01310C,0,1,0,0,0,0,0,0
C7_01320W,1265,2056,2088,992,606,1333,1200,650
C7_01330C,2635,3229,2869,2564,1296,2048,1096,3120
C7_01340W,901,1181,1531,828,676,1009,661,2710
C7_01350C,202,572,537,405,288,454,658,576
C7_01360C,50,114,133,54,143,147,134,1
C7_01370W,336,717,676,380,262,394,372,758
C7_01380W,279,308,473,310,20,26,24,0
C7_01390W,1077,1884,2100,1213,444,431,464,468
C7_01400C,489,1172,1191,876,341,658,697,577
C7_01410C,961,968,527,573,412,750,589,347
C7_01420W,641,1134,1466,837,1544,2167,2227,1431
C7_01430C,2207,1933,2063,2583,675,632,332,1399
C7_01440W,181,424,422,269,286,482,247,0
C7_01450C,4328,6644,8843,5094,7354,9802,11737,9667
C7_01460C,595,859,1012,292,540,739,717,1341
C7_01470C,1703,2399,2657,1803,1191,2127,1611,2256
C7_01480W,402,664,501,340,404,587,302,488
C7_01490W,401,545,572,268,786,826,748,177
C7_01500W,182,329,353,394,577,550,478,330
C7_01510W,490,610,389,668,519,610,402,270
C7_01520W,1367,2590,2051,1408,1120,1836,1186,1386
C7_01530W,0,7,7,6,1,1,0,0
C7_01540W,65,86,60,67,19,65,24,9
C7_01550W,7718,10277,10495,6645,6168,6618,6402,5502
C7_01560C,91,149,63,132,471,757,520,804
C7_01570C,156,308,289,154,189,273,363,2
C7_01580W,1739,1826,2178,975,1582,2611,2187,3290
C7_01590C,550,767,839,666,729,833,616,1702
C7_01600W,936,1407,1666,848,1632,1592,1796,2348
C7_01610W,116,178,371,129,291,182,293,0
C7_01620C,634,817,929,638,711,1137,994,598
C7_01630W,272,370,547,148,436,700,567,20
C7_01640W,8652,15377,12668,8530,8112,11207,11276,12361
C7_01650W,1369,1550,1443,1277,2101,2930,2945,2425
C7_01660C,1997,2608,3049,1944,786,1523,1722,1833
C7_01670W,370,474,643,470,87,186,181,31
C7_01680C,660,1040,949,779,228,528,529,674
C7_01690W,93,161,106,123,80,58,10,144
C7_01700W,1894,2082,2161,2641,602,541,323,1367
C7_01710W,2735,3695,4192,3493,2403,3246,2958,5428
C7_01720W,384,846,843,748,459,640,652,1173
C7_01730C,48,49,35,26,33,66,90,0
C7_01740C,271,531,356,286,238,486,445,2
C7_01750W,349,307,423,294,239,198,219,680
C7_01760C,560,830,799,635,620,460,398,550
C7_01770W,1,1,1,20,0,0,0,0
C7_01780W,3715,4073,3935,5416,2376,2472,1887,5866
C7_01790C,13406,16537,17910,11722,30252,40287,43435,33896
C7_01800C,28465,26765,24956,27601,32188,47538,37711,45074
C7_01810W,2142,2697,2812,1929,2646,3481,3011,3528
C7_01820C,1224,1242,1291,942,1885,1885,1852,1065
C7_01830W,96,163,171,139,378,252,177,252
C7_01840W,3060,4905,5028,3931,3939,3972,4118,4927
C7_01850C,2984,3468,3559,2706,2989,3580,3796,4174
C7_01860W,159,143,242,90,107,166,141,0
C7_01870W,940,935,868,847,685,616,529,680
C7_01880C,47,198,180,114,95,123,131,19
C7_01890C,1021,1553,1959,1298,1926,2373,1888,3295
C7_01900W,5632,7840,7096,5575,3233,3962,3255,5814
C7_01910C,1023,1110,1643,932,858,831,1242,1816
C7_01920W,2113,2337,2043,2349,1767,1851,1635,3670
C7_01930C,1052,1105,1048,1121,879,1131,863,1219
C7_01940C,4124,4651,3485,3817,1752,2049,1302,2909
C7_01950W,472,446,727,234,436,594,619,0
C7_01960W,458,999,1096,609,288,380,489,194
C7_01970C,4397,6201,5356,4719,5853,6970,6538,5781
C7_01990C,371,301,165,342,109,200,50,1
C7_02000C,4,5,0,1,83,13,0,0
C7_02010C,99,122,191,96,11,36,49,0
C7_02020W,605,541,901,542,320,358,387,490
C7_02030W,19608,24032,28147,20189,39851,58032,53899,58877
C7_02040C,4975,1575,1153,4510,3028,891,985,3248
C7_02050C,1594,1912,1845,1864,1285,1147,962,830
C7_02060W,1399,1579,1380,1120,963,1117,1141,636
C7_02070W,68,84,48,91,53,58,37,20
C7_02080W,447,638,657,457,649,749,527,311
C7_02090C,629,507,535,505,280,365,248,1316
C7_02100W,46,274,218,182,157,313,303,319
C7_02110W,938,1201,1338,1088,778,963,833,394
C7_02120C,575,719,795,551,519,950,843,966
C7_02130W,8,5,0,8,25,14,9,0
C7_02140W,47,105,149,93,48,28,34,0
C7_02150C,880,1226,939,777,160,459,230,918
C7_02160W,612,1243,1003,808,245,625,462,84
C7_02170C,809,963,984,809,593,476,678,2142
C7_02180C,529,476,494,525,493,539,453,13
C7_02200W,1298,1521,1142,824,854,603,884,1135
C7_02210W,10,47,12,55,54,40,104,0
C7_02220C,367,517,651,750,474,601,471,603
C7_02230W,7,198,269,212,60,59,79,8
C7_02240W,193,268,128,238,273,833,176,2130
C7_02250W,0,0,0,7,0,0,1,0
C7_02260W,0,0,1,0,0,0,0,0
C7_02270W,0,1,0,0,0,0,6,0
C7_02280W,0,1,0,8,0,0,0,0
C7_02290W,145,82,81,98,165,103,117,168
C7_02300W,1023,1297,1282,1370,925,921,873,725
C7_02310C,283,461,376,407,224,297,321,59
C7_02320W,1593,2185,2657,1941,1275,1440,1323,1212
C7_02330W,4838,6870,6836,6479,3836,6229,4498,6288
C7_02340C,218,714,929,408,595,767,887,833
C7_02350C,966,1312,1174,764,662,896,751,1263
C7_02360W,2,30,110,28,34,10,0,1
C7_02370W,689,733,664,571,729,796,453,541
C7_02380C,22251,33181,31570,25256,25266,38034,36268,49358
C7_02390W,556,1052,1207,883,638,585,507,630
C7_02420C,0,2,0,9,3,2,0,0
C7_02430C,0,3,1,1,0,1,0,0
C7_02450W,1185,1692,1866,1372,748,942,771,318
C7_02460C,793,1025,967,836,1010,945,1001,92
C7_02470C,665,822,964,784,695,590,771,1468
C7_02480W,427,682,915,784,640,810,717,2729
C7_02490W,2823,2539,3209,3099,2525,2184,1336,3369
C7_02500C,301,481,520,427,448,608,325,1359
C7_02520W,262,485,619,363,292,523,326,73
C7_02530C,710,739,892,612,1012,802,959,281
C7_02540W,78,302,299,118,144,262,159,175
C7_02550C,472,645,666,360,361,531,584,126
C7_02560W,905,2037,1958,1189,947,940,1126,1548
C7_02570C,3139,4600,4609,3882,4966,6242,5687,9290
C7_02600C,0,0,1,1,3,1,1,1
C7_02610C,0,1,0,1,1,2,0,0
C7_02630W,511,785,760,609,617,403,561,508
C7_02640W,4340,8389,10249,6898,5605,10413,10244,7974
C7_02650W,1113,920,1150,781,754,809,1018,1071
C7_02660C,202,341,432,177,138,419,387,712
C7_02670W,718,1579,1697,1244,929,1173,1099,2106
C7_02680W,1330,2270,2809,2208,2035,3173,3863,2628
C7_02690C,1163,2066,2354,1465,2581,2641,2850,1986
C7_02750W,0,0,0,0,0,13,0,0
C7_02760W,92,378,233,213,84,166,127,766
C7_02770W,2294,3405,3868,2097,2902,2896,3373,1681
C7_02780W,3952,3787,4362,3230,2056,3736,2735,3898
C7_02790C,2576,3210,3164,2048,1567,2455,2356,3257
C7_02800W,2365,2441,1957,1414,1081,1541,957,707
C7_02810W,8734,10241,8621,9575,7536,8469,6781,12597
C7_02830C,120,295,374,249,263,137,100,4
C7_02840C,21930,32729,33867,22660,7471,12736,10535,16715
C7_02850W,793,1326,1252,1023,675,940,489,560
C7_02860C,5513,6579,6020,4758,2939,4217,3829,4534
